lat,lon
41.006733462848096,-73.75203226900877
41.02248419884624,-73.75439592099966
41.0113543129343,-73.73082894481004
41.01789496902408,-73.7538067886907
40.973732114471815,-73.74462214506448
40.99948242370071,-73.75033533967317
41.02930940751018,-73.74537997341932
41.029362992085844,-73.73821072674573
41.02014394167843,-73.74137807286561
41.02951581839504,-73.74534629679502
41.00760495726051,-73.7518211791593
41.030204848088644,-73.74278760350526
41.03025646571102,-73.7607443670112
41.01296533707561,-73.74185137844863
41.02725775603237,-73.74786033130468
41.029163525142096,-73.73633963263809
41.01682542327824,-73.74699591494381
41.0378732538599,-73.75467154777826
40.90624214772167,-74.11897948778451
40.884070270397096,-74.11527033544363
40.88906198803368,-74.09538153208078
40.88775849405708,-74.07945831514179
40.949136555828474,-74.07939206457914
40.870375767983816,-74.06077164060653
40.931074307002454,-74.04207990712703
40.91543695393982,-74.03968903816522
40.950894237198256,-74.12704700625719
40.96470969978752,-74.15600386656106
40.94270037177982,-74.13900112009824
40.91507016185703,-74.08939173466743
40.88828851345959,-74.0813831055838
40.92749585274639,-74.06219420231164
40.92341683868351,-74.07006002611698
40.906554774083524,-74.11209682024301
40.892329827584646,-74.09463678694547
40.93382281128349,-74.07160836852373
40.89502044085445,-74.02427394337238
40.95447787705841,-73.99315899445892
40.921352700032614,-73.99983013070405
40.95954541925373,-74.1075385997373
40.963028133549116,-73.98519126720012
40.633556247391134,-73.98226902189882
40.59180328313293,-73.98649439609827
40.579224423207656,-73.96008464436264
40.61764834884586,-73.95298925250054
40.6568713790554,-73.98108022309125
40.68055555287781,-73.99791798948526
40.630810782946966,-73.97256634312899
40.69767364177885,-73.97656859944792
40.66753564838352,-73.93172606102408
40.63295379344406,-73.96370937370912
40.91260032419147,-73.85921005553783
40.85728593234005,-73.80689534939111
40.86036121908607,-73.81382303334058
40.88201084796371,-73.8341118136722
40.80349495697799,-73.81886144376577
40.72351673681321,-73.77552602089227
40.797613729425095,-73.81950971878351
40.79821088600936,-73.80714910126508
40.7342296491194,-73.78937794662298
40.73108355950596,-73.79349157608331
40.818254210688494,-73.78802918291869
40.79043785173478,-73.75456858075441
40.78422158274832,-73.74292052186311
40.80629230354013,-73.74976839519323
41.036360785998724,-74.22904980576814
41.04091067675533,-74.22636774576486
41.02169872883739,-74.20501625932039
41.026526615657225,-74.23493829763711
41.028687224425695,-74.20151433742822
41.03667803172054,-74.20046711362184
41.02292577985706,-74.21559174753011
41.01357932452144,-74.19498944676698
41.01456941727581,-74.20142753816427
41.02616013649883,-74.2023788580972
41.02144117716732,-74.20940544105352
41.024525359906576,-74.21687588489831
41.036538050212286,-74.14998877442659
40.56130452517452,-73.88190152890266
40.59873277012291,-73.9289824480492
40.585053980984114,-73.86417482442441
40.587016106285475,-73.84608342892706
40.577981040515326,-73.89776134140075
40.62381298903408,-73.8785067761618
40.59500853780689,-73.86825095511259
40.588019505776785,-73.87889679915489
40.58884264592113,-73.79987498021902
40.58374309603157,-73.83691138423265
40.646628112234495,-73.83467932439626
40.626823902763746,-73.84313618040859
40.62465271417084,-73.83816339469732
40.59680333796921,-73.92506060025872
40.62338535551014,-73.90931927061857
40.72683559421482,-73.9234501535374
40.720995497592114,-73.88357653117956
40.74536000255527,-73.85395161456645
40.752396117598146,-73.89509465939581
40.722627238072775,-73.86855891741098
40.71962586481156,-73.90905236846984
40.761249157236925,-73.86625802911105
40.73767253819885,-73.9020735660869
40.74571056727352,-73.89445151782812
40.76289538858025,-73.89830547965349
40.728938330598496,-73.86626014507594
40.74869614623519,-73.88366188503088
41.00415521923485,-73.85896467811645
41.001214519776724,-73.85933875686706
40.988366872705846,-73.90307698047937
41.005192578472524,-73.99331792651894
40.9989642358202,-73.92315311751545
41.01186396244945,-73.91407015196265
40.98501305345478,-73.87067901737274
40.988409162201314,-73.8814811969477
41.0045587724823,-73.94397858738184
41.005367965139776,-73.86757697559179
